id,station,x,y,docks,deployment_year
V32003,Everett Square (Broadway at Chelsea St),-71.0555,42.4073,14,2019
V32004,Broadway at Lynde St,-71.0655,42.3965,15,2019
V32005,Encore,-71.0724,42.3933,15,2019
V32006,Glendale Square (Ferry St at Broadway),-71.0448,42.4143,15,2019
V32007,Swan St. Park,-71.0584,42.4125,15,2019
V32008,Broadway at Maple St,-71.0526,42.4103,14,2019
V32009,Chelsea St at Vine St,-71.0476,42.4033,15,2019
V32010,Wasgott Playground,-71.0638,42.4093,15,2019
V32011,Broadway at Beacham St,-71.0637,42.3984,15,2019
V32012,Hale Park,-71.0528,42.415,11,2020
V32013,Kearins Playground,-71.0604,42.4062,11,2020
W32001,Coolidge Sq.,-71.1568,42.3721,12,2020
W32002,Watertown Sq,-71.1857,42.3653,15,2020
W32004,Arsenal Yards,-71.1576,42.3628,11,2020
W32005,Watertown Town Hall,-71.1879,42.3676,11,2020
W32006,160 Arsenal,-71.1757,42.3647,11,2021
W32007,Nichols Ave. at Watertown Greenway,-71.1566,42.3676,12,2021
W32008,Charles River Greenway - California St. at Fifth Ave,-71.191,42.3646,11,2021
